# Frozen export for the dashboard. Exported 2026-08-05 from the backtest notebook (private), frozen 2026-07-29.
# Columns: QLD_px = rebased total-return index, QLD_ret = daily return, Signal_alloc, Effective_alloc,
#   New_ret = E2 daily strategy return.
# Derived aggregates only (rebased index / rule outputs); no raw research inputs. NEVER regenerated by automation.
# Engine-vs-backtest verification: tests/test_signal_reference.py (exact match on every comparable day).
Period,QLD_px,QLD_ret,Signal_alloc,Effective_alloc,New_ret
2008-01-17,1.1788,-0.02747298077716354,0.0,0.0,-0.0
2008-01-18,1.1724,-0.005429250084831971,0.0,0.0,-0.0
2008-01-22,1.1087,-0.05433299215284892,0.0,0.0,-0.0
2008-01-23,1.1184,0.008748985298096867,0.0,0.0,0.0
2008-01-24,1.151,0.02914878397711007,0.0,0.0,0.0
2008-01-25,1.1005,-0.04387489139878364,0.0,0.0,-0.0
2008-01-28,1.1174,0.0153566560654248,0.0,0.0,0.0
2008-01-29,1.1226,0.004653660282799343,0.0,0.0,0.0
2008-01-30,1.1212,-0.001247104934972487,0.0,0.0,-0.0
2008-01-31,1.1472,0.02318943988583655,0.0,0.0,0.0
2008-02-01,1.1846,0.0326011157601116,0.0,0.0,0.0
2008-02-04,1.1432,-0.03494850582475106,0.0,0.0,-0.0
2008-02-05,1.0888,-0.04758572428271524,0.0,0.0,-0.0
2008-02-06,1.0425,-0.0425238795003674,0.0,0.0,-0.0
2008-02-07,1.0639,0.02052757793764992,0.0,0.0,0.0
2008-02-08,1.0776,0.01287715010809265,0.0,0.0,0.0
2008-02-11,1.1018,0.02245731254639938,0.0,0.0,0.0
2008-02-12,1.0937,-0.007351606462152827,0.0,0.0,-0.0
2008-02-13,1.1326,0.03556734022126751,1.0,0.0,0.0
2008-02-14,1.0969,-0.03152039555006181,0.0,0.0,-0.0
2008-02-15,1.0929,-0.003646640532409484,0.0,1.0,-0.003646640532409484
2008-02-19,1.0825,-0.009515966694116584,0.0,0.0,-0.0
2008-02-20,1.0924,0.009145496535796882,0.0,0.0,0.0
2008-02-21,1.0758,-0.0151958989381179,0.0,0.0,-0.0
2008-02-22,1.0853,0.008830637664993368,0.0,0.0,0.0
2008-02-25,1.0897,0.004054178568137834,0.0,0.0,0.0
2008-02-26,1.0998,0.009268606038359328,0.0,0.0,0.0
2008-02-27,1.1068,0.006364793598836016,1.0,0.0,0.0
2008-02-28,1.083,-0.02150343332128668,0.0,0.0,-0.0
